,filename,start_time,end_time,sentence,phoneme,speech,input_values,input_length,labels
2061,comedy_80_first_12min,483.033,490.995,انا برضه اهه اه وفي بنت اهي تقريبا كان شنطتها دي  بنت وحيدة يا عيني ,">nA brDh >hh |h wfy bnt >hy tqrybA kAn $nTthA dy bnt wHydp yA Eyny  
","tensor([ 9.1553e-05, -2.4414e-04, -4.2725e-04,  ...,  3.0090e-02,
         5.0018e-02,  7.4799e-02])","[ 0.00148422 -0.00414956 -0.00722252 ...  0.50493884  0.83938026
  1.2552553 ]",127392,"[6, 31, 6, 0, 7, 16, 21, 32, 0, 6, 32, 32, 0, 6, 32, 0, 33, 26, 35, 0, 7, 31, 9, 0, 6, 32, 35, 0, 9, 27, 16, 35, 7, 6, 0, 28, 6, 31, 0, 19, 31, 22, 9, 32, 6, 0, 14, 35, 0, 0, 7, 31, 9, 0, 33, 12, 35, 14, 8, 0, 35, 6, 0, 24, 35, 31, 35, 0]"
2062,comedy_80_first_12min,490.995,500.437,بنت وحيدة اه  لقينا بنت في الصور عايز اقول لحضرتك ان كل ه هؤلاء اللي في ال اللي في الصور دي ,"bnt wHydp |h lqynA bnt fy AlSwr EAyz >qwl lHDrtk <n kl h h&lA' Ally fy Al Ally fy AlSwr dy  
","tensor([ 7.2479e-02,  5.0476e-02,  1.5106e-02,  ..., -9.1553e-05,
        -6.1035e-05, -1.2207e-04])","[ 9.0585077e-01  6.3085711e-01  1.8880774e-01 ... -1.1323770e-03
 -7.5097103e-04 -1.5137829e-03]",151072,"[7, 31, 9, 0, 33, 12, 35, 14, 8, 0, 6, 32, 0, 0, 29, 27, 35, 31, 6, 0, 7, 31, 9, 0, 26, 35, 0, 6, 29, 20, 33, 16, 0, 24, 6, 35, 17, 0, 6, 27, 33, 29, 0, 29, 12, 21, 16, 9, 28, 0, 6, 31, 0, 28, 29, 0, 32, 0, 32, 4, 29, 6, 3, 0, 6, 29, 29, 35, 0, 26, 35, 0, 6, 29, 0, 6, 29, 29, 35, 0, 26, 35, 0, 6, 29, 20, 33, 16, 0, 14, 35, 0]"
2063,comedy_80_first_12min,500.437,509.047,ا ممثلين هايلين  اه ده ده بقى مش فنون جميلة دول فريق المسرح بقى  فريح المسرح في فنون جميلة  فريق التمثي اه بس فريق التمثيل  اه في فنون جميلة بالظبط ,"| mmvlyn hAylyn |h dh dh bqY m$ fnwn jmylp dwl fryq AlmsrH bqY fryH AlmsrH fy fnwn jmylp fryq Altmvy |h bs fryq Altmvyl |h fy fnwn jmylp bAlZbT  
","tensor([-0.0002, -0.0003, -0.0003,  ...,  0.0008,  0.0009,  0.0012])","[-0.00253755 -0.00327481 -0.00364344 ...  0.00925859  0.01147037
  0.01405077]",137760,"[6, 0, 30, 30, 10, 29, 35, 31, 0, 32, 6, 35, 29, 35, 31, 0, 0, 6, 32, 0, 14, 32, 0, 14, 32, 0, 7, 27, 34, 0, 30, 19, 0, 26, 31, 33, 31, 0, 11, 30, 35, 29, 8, 0, 14, 33, 29, 0, 26, 16, 35, 27, 0, 6, 29, 30, 18, 16, 12, 0, 7, 27, 34, 0, 0, 26, 16, 35, 12, 0, 6, 29, 30, 18, 16, 12, 0, 26, 35, 0, 26, 31, 33, 31, 0, 11, 30, 35, 29, 8, 0, 0, 26, 16, 35, 27, 0, 6, 29, 9, 30, 10, 35, 0, 6, 32, 0, 7, 18, 0, 26, 16, 35, 27, 0, 6, 29, 9, 30, 10, 35, 29, 0, 0, 6, 32, 0, 26, 35, 0, 26, 31, 33, 31, 0, 11, 30, 35, 29, 8, 0, 7, 6, 29, 23, 7, 22, 0]"
2064,comedy_80_first_12min,509.047,517.715,اه اه  كلهم  انتو فوق س فوق سطوح  ال اللي على يميني ده هو اللي دخلني الفن اساسا  اه  هو اللي خلاني اخش انا دخلت ,"|h |h klhm >ntw fwq s fwq sTwH Al Ally ElY ymyny dh hw Ally dxlny Alfn >sAsA |h hw Ally xlAny >x$ >nA dxlt  
","tensor([ 0.0014,  0.0016,  0.0013,  ..., -0.0025, -0.0025, -0.0022])","[ 0.01822654  0.01976863  0.01629892 ... -0.03112055 -0.03150607
 -0.02765083]",138688,"[6, 32, 0, 6, 32, 0, 0, 28, 29, 32, 30, 0, 0, 6, 31, 9, 33, 0, 26, 33, 27, 0, 18, 0, 26, 33, 27, 0, 18, 22, 33, 12, 0, 0, 6, 29, 0, 6, 29, 29, 35, 0, 24, 29, 34, 0, 35, 30, 35, 31, 35, 0, 14, 32, 0, 32, 33, 0, 6, 29, 29, 35, 0, 14, 13, 29, 31, 35, 0, 6, 29, 26, 31, 0, 6, 18, 6, 18, 6, 0, 0, 6, 32, 0, 0, 32, 33, 0, 6, 29, 29, 35, 0, 13, 29, 6, 31, 35, 0, 6, 13, 19, 0, 6, 31, 6, 0, 14, 13, 29, 9, 0]"
2065,comedy_80_first_12min,517.715,527.452,فنون جميلة فاول سنة اعدادي فنون جميلة كان في مسرحية بتتعمل اسمها اولادنا في لندن ف ا شفتها ييجي سبعتاشر مرة ,"fnwn jmylp f>wl snp <EdAdy fnwn jmylp kAn fy msrHyp bttEml AsmhA >wlAdnA fy lndn f > $fthA yyjy sbEtA$r mrp  
","tensor([-0.0024, -0.0027, -0.0027,  ..., -0.0004, -0.0004, -0.0005])","[-0.02958629 -0.03334295 -0.03334295 ... -0.0047923  -0.00516797
 -0.00629497]",155792,"[26, 31, 33, 31, 0, 11, 30, 35, 29, 8, 0, 26, 6, 33, 29, 0, 18, 31, 8, 0, 6, 24, 14, 6, 14, 35, 0, 26, 31, 33, 31, 0, 11, 30, 35, 29, 8, 0, 28, 6, 31, 0, 26, 35, 0, 30, 18, 16, 12, 35, 8, 0, 7, 9, 9, 24, 30, 29, 0, 6, 18, 30, 32, 6, 0, 6, 33, 29, 6, 14, 31, 6, 0, 26, 35, 0, 29, 31, 14, 31, 0, 26, 0, 6, 0, 19, 26, 9, 32, 6, 0, 35, 35, 11, 35, 0, 18, 7, 24, 9, 6, 19, 16, 0, 30, 16, 8, 0]"
2066,comedy_80_first_12min,527.452,535.968,ايه الابهار ده مخرجها ابو نضارة شمس موريس عدلي  اه  ده مخرجها ,"<yh Al<bhAr dh mxrjhA >bw nDArp $ms mwrys Edly |h dh mxrjhA  
","tensor([-0.0007, -0.0010, -0.0013,  ..., -0.0006, -0.0005, -0.0006])","[-0.00906354 -0.01300807 -0.01695261 ... -0.00748572 -0.00590791
 -0.00748572]",136256,"[6, 35, 32, 0, 6, 29, 6, 7, 32, 6, 16, 0, 14, 32, 0, 30, 13, 16, 11, 32, 6, 0, 6, 7, 33, 0, 31, 21, 6, 16, 8, 0, 19, 30, 18, 0, 30, 33, 16, 35, 18, 0, 24, 14, 29, 35, 0, 0, 6, 32, 0, 0, 14, 32, 0, 30, 13, 16, 11, 32, 6, 0]"
2067,comedy_80_first_12min,535.968,542.007,مصطفى الشناوي ده كان نجمها سامح خطاب ده اللي قاعد جنب ماجد الكدواني كان نجمها ايضا ,"mSTfY Al$nAwy dh kAn njmhA sAmH xTAb dh Ally qAEd jnb mAjd AlkdwAny kAn njmhA >yDA  
","tensor([-0.0006, -0.0005, -0.0005,  ...,  0.0020,  0.0024,  0.0026])","[-0.00965971 -0.00812923 -0.00761907 ...  0.03421406  0.04084614
  0.04288678]",96624,"[30, 20, 22, 26, 34, 0, 6, 29, 19, 31, 6, 33, 35, 0, 14, 32, 0, 28, 6, 31, 0, 31, 11, 30, 32, 6, 0, 18, 6, 30, 12, 0, 13, 22, 6, 7, 0, 14, 32, 0, 6, 29, 29, 35, 0, 27, 6, 24, 14, 0, 11, 31, 7, 0, 30, 6, 11, 14, 0, 6, 29, 28, 14, 33, 6, 31, 35, 0, 28, 6, 31, 0, 31, 11, 30, 32, 6, 0, 6, 35, 21, 6, 0]"
2068,comedy_80_first_12min,542.007,550.750,تمام  فين دول دلوقتي اصحابك  ا مازلنا الحمد لله بنتقابل وبنلتقي وكله تمام انما هم ما  ما احترفوش ال  ما احترفوش ,"tmAm fyn dwl dlwqty >SHAbk | mAzlnA AlHmd llh bntqAbl wbnltqy wklh tmAm <nmA hm mA mA AHtrfw$ Al mA AHtrfw$  
","tensor([ 0.0025,  0.0024,  0.0024,  ...,  0.0011, -0.0004, -0.0002])","[ 0.0257459   0.02481858  0.02420037 ...  0.011527   -0.00423742
 -0.00238279]",139888,"[9, 30, 6, 30, 0, 0, 26, 35, 31, 0, 14, 33, 29, 0, 14, 29, 33, 27, 9, 35, 0, 6, 20, 12, 6, 7, 28, 0, 0, 6, 0, 30, 6, 17, 29, 31, 6, 0, 6, 29, 12, 30, 14, 0, 29, 29, 32, 0, 7, 31, 9, 27, 6, 7, 29, 0, 33, 7, 31, 29, 9, 27, 35, 0, 33, 28, 29, 32, 0, 9, 30, 6, 30, 0, 6, 31, 30, 6, 0, 32, 30, 0, 30, 6, 0, 0, 30, 6, 0, 6, 12, 9, 16, 26, 33, 19, 0, 6, 29, 0, 0, 30, 6, 0, 6, 12, 9, 16, 26, 33, 19, 0]"
2069,comedy_80_first_12min,550.750,559.642,اه  بالظبط  تاني بقى انت في البيت اهه وقدامك ورق التنسيق والرغبات ومخلص ثانوية عامة و والمفروض تختار ,"|h bAlZbT tAny bqY >nt fy Albyt >hh wqdAmk wrq Altnsyq wAlrgbAt wmxlS vAnwyp EAmp w wAlmfrwD txtAr  
","tensor([0.0006, 0.0004, 0.0006,  ..., 0.0015, 0.0009, 0.0005])",[0.01121471 0.00838186 0.01234785 ... 0.02821183 0.01631385 0.009515  ],142272,"[6, 32, 0, 0, 7, 6, 29, 23, 7, 22, 0, 0, 9, 6, 31, 35, 0, 7, 27, 34, 0, 6, 31, 9, 0, 26, 35, 0, 6, 29, 7, 35, 9, 0, 6, 32, 32, 0, 33, 27, 14, 6, 30, 28, 0, 33, 16, 27, 0, 6, 29, 9, 31, 18, 35, 27, 0, 33, 6, 29, 16, 25, 7, 6, 9, 0, 33, 30, 13, 29, 20, 0, 10, 6, 31, 33, 35, 8, 0, 24, 6, 30, 8, 0, 33, 0, 33, 6, 29, 30, 26, 16, 33, 21, 0, 9, 13, 9, 6, 16, 0]"
2070,comedy_80_first_12min,559.642,568.925,اخترت حقوق  اه  بس دخلت فنون جميلة عشان ابويا ما يزعلش عشان ابويا موظف في فنون جميلة من الاربعينات ,"Axtrt Hqwq |h bs dxlt fnwn jmylp E$An >bwyA mA yzEl$ E$An >bwyA mwZf fy fnwn jmylp mn Al>rbEynAt  
","tensor([ 0.0003,  0.0001, -0.0002,  ..., -0.0012, -0.0011, -0.0012])","[ 0.00593345  0.00216659 -0.00321464 ... -0.02097269 -0.01989644
 -0.02043457]",148528,"[6, 13, 9, 16, 9, 0, 12, 27, 33, 27, 0, 0, 6, 32, 0, 0, 7, 18, 0, 14, 13, 29, 9, 0, 26, 31, 33, 31, 0, 11, 30, 35, 29, 8, 0, 24, 19, 6, 31, 0, 6, 7, 33, 35, 6, 0, 30, 6, 0, 35, 17, 24, 29, 19, 0, 24, 19, 6, 31, 0, 6, 7, 33, 35, 6, 0, 30, 33, 23, 26, 0, 26, 35, 0, 26, 31, 33, 31, 0, 11, 30, 35, 29, 8, 0, 30, 31, 0, 6, 29, 6, 16, 7, 24, 35, 31, 6, 9, 0]"
2071,comedy_80_first_12min,568.925,575.485,وخدم ناس كتير جدا في فنون جميلة فنفسه حد من ولاده يخش فنون جميلة ,"wxdm nAs ktyr jdA fy fnwn jmylp fnfsh Hd mn wlAdh yx$ fnwn jmylp  
","tensor([-0.0015, -0.0019, -0.0023,  ...,  0.0023,  0.0023,  0.0021])","[-0.02449902 -0.03113477 -0.03879142 ...  0.03879589  0.037775
  0.03522279]",104960,"[33, 13, 14, 30, 0, 31, 6, 18, 0, 28, 9, 35, 16, 0, 11, 14, 6, 0, 26, 35, 0, 26, 31, 33, 31, 0, 11, 30, 35, 29, 8, 0, 26, 31, 26, 18, 32, 0, 12, 14, 0, 30, 31, 0, 33, 29, 6, 14, 32, 0, 35, 13, 19, 0, 26, 31, 33, 31, 0, 11, 30, 35, 29, 8, 0]"
2072,comedy_80_first_12min,575.485,585.135,فبعت لي ورقة صغيرة على البيت قال لي ما لكش نصيب في فنون جميلة ا عشان هي ا خدت درجات اكتر منك بدرجتين باين حاجة كده ,"fbEt ly wrqp Sgyrp ElY Albyt qAl ly mA lk$ nSyb fy fnwn jmylp | E$An hy | xdt drjAt >ktr mnk bdrjtyn bAyn HAjp kdh  
","tensor([ 0.0020,  0.0021,  0.0020,  ..., -0.0029, -0.0031, -0.0027])","[ 0.0258301   0.02661577  0.02504442 ... -0.03780964 -0.03977383
 -0.03505977]",154400,"[26, 7, 24, 9, 0, 29, 35, 0, 33, 16, 27, 8, 0, 20, 25, 35, 16, 8, 0, 24, 29, 34, 0, 6, 29, 7, 35, 9, 0, 27, 6, 29, 0, 29, 35, 0, 30, 6, 0, 29, 28, 19, 0, 31, 20, 35, 7, 0, 26, 35, 0, 26, 31, 33, 31, 0, 11, 30, 35, 29, 8, 0, 6, 0, 24, 19, 6, 31, 0, 32, 35, 0, 6, 0, 13, 14, 9, 0, 14, 16, 11, 6, 9, 0, 6, 28, 9, 16, 0, 30, 31, 28, 0, 7, 14, 16, 11, 9, 35, 31, 0, 7, 6, 35, 31, 0, 12, 6, 11, 8, 0, 28, 14, 32, 0]"
2073,comedy_80_first_12min,585.135,592.754,اتحزمت ورقصت وفرحت جدا  يا عيني ده حلم  انا كان عندي مشكلة تانية ممكن تبقى تافهة بالنسبة لاي حد انا من سكان الزمالك ,"<tHzmt wrqSt wfrHt jdA yA Eyny dh Hlm >nA kAn Endy m$klp tAnyp mmkn tbqY tAfhp bAlnsbp l>y Hd >nA mn skAn AlzmAlk  
","tensor([-0.0020, -0.0016, -0.0013,  ..., -0.0017, -0.0016, -0.0016])","[-0.02671694 -0.02113162 -0.0171421  ... -0.02192952 -0.02033371
 -0.02073267]",121904,"[6, 9, 12, 17, 30, 9, 0, 33, 16, 27, 20, 9, 0, 33, 26, 16, 12, 9, 0, 11, 14, 6, 0, 0, 35, 6, 0, 24, 35, 31, 35, 0, 14, 32, 0, 12, 29, 30, 0, 0, 6, 31, 6, 0, 28, 6, 31, 0, 24, 31, 14, 35, 0, 30, 19, 28, 29, 8, 0, 9, 6, 31, 35, 8, 0, 30, 30, 28, 31, 0, 9, 7, 27, 34, 0, 9, 6, 26, 32, 8, 0, 7, 6, 29, 31, 18, 7, 8, 0, 29, 6, 35, 0, 12, 14, 0, 6, 31, 6, 0, 30, 31, 0, 18, 28, 6, 31, 0, 6, 29, 17, 30, 6, 29, 28, 0]"
2074,comedy_80_first_12min,592.754,599.535,فابتدائي كان زمالك واعدادي كان زمالك وثانوي كان زمالك فما كنتش طايق ان الكلية كمان تبقى زمالك  اه ,"fAbtdA}y kAn zmAlk w<EdAdy kAn zmAlk wvAnwy kAn zmAlk fmA knt$ TAyq <n Alklyp kmAn tbqY zmAlk |h  
","tensor([-0.0017, -0.0020, -0.0020,  ...,  0.0008,  0.0014,  0.0022])","[-0.02171194 -0.02520233 -0.02597797 ...  0.01008941  0.01784583
  0.02754136]",108496,"[26, 6, 7, 9, 14, 6, 5, 35, 0, 28, 6, 31, 0, 17, 30, 6, 29, 28, 0, 33, 6, 24, 14, 6, 14, 35, 0, 28, 6, 31, 0, 17, 30, 6, 29, 28, 0, 33, 10, 6, 31, 33, 35, 0, 28, 6, 31, 0, 17, 30, 6, 29, 28, 0, 26, 30, 6, 0, 28, 31, 9, 19, 0, 22, 6, 35, 27, 0, 6, 31, 0, 6, 29, 28, 29, 35, 8, 0, 28, 30, 6, 31, 0, 9, 7, 27, 34, 0, 17, 30, 6, 29, 28, 0, 0, 6, 32, 0]"
2075,comedy_80_first_12min,606.776,616.495,بجد والله انتو ممكن تستهيفوها  لا استنى طب احكي لي بس كده يعني انت ب انت والدك موظف بيشتغل في كلية فنون جميلة وياما بقى ناس عدت من تحت ايده و وساعد ده ,"bjd wAllh >ntw mmkn tsthyfwhA lA AstnY Tb <Hky ly bs kdh yEny >nt b >nt wAldk mwZf by$tgl fy klyp fnwn jmylp wyAmA bqY nAs Edt mn tHt <ydh w wsAEd dh  
","tensor([-0.0031, -0.0032, -0.0030,  ...,  0.0004, -0.0004, -0.0020])","[-0.03150202 -0.03243389 -0.03057015 ...  0.00390901 -0.00354595
 -0.02000896]",155504,"[7, 11, 14, 0, 33, 6, 29, 29, 32, 0, 6, 31, 9, 33, 0, 30, 30, 28, 31, 0, 9, 18, 9, 32, 35, 26, 33, 32, 6, 0, 0, 29, 6, 0, 6, 18, 9, 31, 34, 0, 22, 7, 0, 6, 12, 28, 35, 0, 29, 35, 0, 7, 18, 0, 28, 14, 32, 0, 35, 24, 31, 35, 0, 6, 31, 9, 0, 7, 0, 6, 31, 9, 0, 33, 6, 29, 14, 28, 0, 30, 33, 23, 26, 0, 7, 35, 19, 9, 25, 29, 0, 26, 35, 0, 28, 29, 35, 8, 0, 26, 31, 33, 31, 0, 11, 30, 35, 29, 8, 0, 33, 35, 6, 30, 6, 0, 7, 27, 34, 0, 31, 6, 18, 0, 24, 14, 9, 0, 30, 31, 0, 9, 12, 9, 0, 6, 35, 14, 32, 0, 33, 0, 33, 18, 6, 24, 14, 0, 14, 32, 0]"
2076,comedy_80_first_12min,616.495,623.772,كان نفسه ده يبقى لابنه  بالظبط يعني ح يعني اللي هو ايه يعني بالبلدي كده يترد له حاجة يعني ,"kAn nfsh dh ybqY lAbnh bAlZbT yEny H yEny Ally hw <yh yEny bAlbldy kdh ytrd lh HAjp yEny  
","tensor([-0.0028, -0.0018, -0.0021,  ..., -0.0003,  0.0001,  0.0005])","[-0.02822402 -0.01818996 -0.02092653 ... -0.00329091  0.00127003
  0.0055269 ]",116432,"[28, 6, 31, 0, 31, 26, 18, 32, 0, 14, 32, 0, 35, 7, 27, 34, 0, 29, 6, 7, 31, 32, 0, 0, 7, 6, 29, 23, 7, 22, 0, 35, 24, 31, 35, 0, 12, 0, 35, 24, 31, 35, 0, 6, 29, 29, 35, 0, 32, 33, 0, 6, 35, 32, 0, 35, 24, 31, 35, 0, 7, 6, 29, 7, 29, 14, 35, 0, 28, 14, 32, 0, 35, 9, 16, 14, 0, 29, 32, 0, 12, 6, 11, 8, 0, 35, 24, 31, 35, 0]"
2077,comedy_80_first_12min,623.772,632.239,واخدة بالك عارفة زي فيلم الليمبي كده اللي هو في الفرح جامل كتير فنفسه حد يجامله بقى فعمل فرح وجاب الكراسة الصفرا دي والكلام ده ,"wAxdp bAlk EArfp zy fylm Allymby kdh Ally hw fy AlfrH jAml ktyr fnfsh Hd yjAmlh bqY fEml frH wjAb AlkrAsp AlSfrA dy wAlklAm dh  
","tensor([ 0.0009,  0.0009,  0.0011,  ...,  0.0010,  0.0006, -0.0004])","[ 0.00836312  0.00863869  0.00974098 ...  0.00891426  0.00560739
 -0.0034865 ]",135472,"[33, 6, 13, 14, 8, 0, 7, 6, 29, 28, 0, 24, 6, 16, 26, 8, 0, 17, 35, 0, 26, 35, 29, 30, 0, 6, 29, 29, 35, 30, 7, 35, 0, 28, 14, 32, 0, 6, 29, 29, 35, 0, 32, 33, 0, 26, 35, 0, 6, 29, 26, 16, 12, 0, 11, 6, 30, 29, 0, 28, 9, 35, 16, 0, 26, 31, 26, 18, 32, 0, 12, 14, 0, 35, 11, 6, 30, 29, 32, 0, 7, 27, 34, 0, 26, 24, 30, 29, 0, 26, 16, 12, 0, 33, 11, 6, 7, 0, 6, 29, 28, 16, 6, 18, 8, 0, 6, 29, 20, 26, 16, 6, 0, 14, 35, 0, 33, 6, 29, 28, 29, 6, 30, 0, 14, 32, 0]"
2078,comedy_80_first_12min,632.239,638.586,فحاجة تشبه كده يعني  اه وانت متضا مش عايز الموضوع ده  انا مش عايز  اه  وما كنتش شاطر قوي في الرسم ,"fHAjp t$bh kdh yEny |h w>nt mtDA m$ EAyz AlmwDwE dh >nA m$ EAyz |h wmA knt$ $ATr qwy fy Alrsm  
","tensor([-0.0012, -0.0021, -0.0030,  ...,  0.0002,  0.0003,  0.0003])","[-0.01598346 -0.02882555 -0.04042485 ...  0.00307254  0.00472958
  0.00472958]",101552,"[26, 12, 6, 11, 8, 0, 9, 19, 7, 32, 0, 28, 14, 32, 0, 35, 24, 31, 35, 0, 0, 6, 32, 0, 33, 6, 31, 9, 0, 30, 9, 21, 6, 0, 30, 19, 0, 24, 6, 35, 17, 0, 6, 29, 30, 33, 21, 33, 24, 0, 14, 32, 0, 0, 6, 31, 6, 0, 30, 19, 0, 24, 6, 35, 17, 0, 0, 6, 32, 0, 0, 33, 30, 6, 0, 28, 31, 9, 19, 0, 19, 6, 22, 16, 0, 27, 33, 35, 0, 26, 35, 0, 6, 29, 16, 18, 30, 0]"
2079,comedy_80_first_12min,638.586,646.264,ما كنتش شاطر قوي يعني ي ي يعدي فاهمة  اه  و واحنا اول ما دخلنا الكلية قالوا لنا انسوا اي حاجة انتو اتعلمتوها برة ,"mA knt$ $ATr qwy yEny y y yEdy fAhmp |h w w<HnA >wl mA dxlnA Alklyp qAlwA lnA <nswA >y HAjp >ntw <tElmtwhA brp  
","tensor([ 0.0006,  0.0009,  0.0011,  ..., -0.0019, -0.0016, -0.0013])","[ 0.00601309  0.00828714  0.00999268 ... -0.01729598 -0.01530618
 -0.01217936]",122848,"[30, 6, 0, 28, 31, 9, 19, 0, 19, 6, 22, 16, 0, 27, 33, 35, 0, 35, 24, 31, 35, 0, 35, 0, 35, 0, 35, 24, 14, 35, 0, 26, 6, 32, 30, 8, 0, 0, 6, 32, 0, 0, 33, 0, 33, 6, 12, 31, 6, 0, 6, 33, 29, 0, 30, 6, 0, 14, 13, 29, 31, 6, 0, 6, 29, 28, 29, 35, 8, 0, 27, 6, 29, 33, 6, 0, 29, 31, 6, 0, 6, 31, 18, 33, 6, 0, 6, 35, 0, 12, 6, 11, 8, 0, 6, 31, 9, 33, 0, 6, 9, 24, 29, 30, 9, 33, 32, 6, 0, 7, 16, 8, 0]"
2080,comedy_80_first_12min,646.264,653.523,احنا كان تعليم مختلف خالص بس بس انا طبعا ا  فجال جات فنون جميلة درجاتها اعلى من مجموعك ,"<HnA kAn tElym mxtlf xAlS bs bs >nA TbEA | fjAl jAt fnwn jmylp drjAthA >ElY mn mjmwEk  
","tensor([-0.0010, -0.0006, -0.0004,  ...,  0.0022,  0.0025,  0.0026])","[-0.01173209 -0.00761156 -0.00461482 ...  0.02722563  0.03059697
  0.03246994]",116144,"[6, 12, 31, 6, 0, 28, 6, 31, 0, 9, 24, 29, 35, 30, 0, 30, 13, 9, 29, 26, 0, 13, 6, 29, 20, 0, 7, 18, 0, 7, 18, 0, 6, 31, 6, 0, 22, 7, 24, 6, 0, 6, 0, 0, 26, 11, 6, 29, 0, 11, 6, 9, 0, 26, 31, 33, 31, 0, 11, 30, 35, 29, 8, 0, 14, 16, 11, 6, 9, 32, 6, 0, 6, 24, 29, 34, 0, 30, 31, 0, 30, 11, 30, 33, 24, 28, 0]"
2081,comedy_80_first_12min,653.523,662.058,اه ورجعوا تاني خدو لان ما كانش في اي استثنا  اه  رجعوا تاني ا بعد التنسيق ما خلص قالوا نزلوا فنون جميلة فدخلت فنون جميلة ,"|h wrjEwA tAny xdw l>n mA kAn$ fy >y AstvnA |h rjEwA tAny | bEd Altnsyq mA xlS qAlwA nzlwA fnwn jmylp fdxlt fnwn jmylp  
","tensor([0.0027, 0.0027, 0.0027,  ..., 0.0005, 0.0005, 0.0004])",[0.02807011 0.02744693 0.02775852 ... 0.00532403 0.00501244 0.00407767],136560,"[6, 32, 0, 33, 16, 11, 24, 33, 6, 0, 9, 6, 31, 35, 0, 13, 14, 33, 0, 29, 6, 31, 0, 30, 6, 0, 28, 6, 31, 19, 0, 26, 35, 0, 6, 35, 0, 6, 18, 9, 10, 31, 6, 0, 0, 6, 32, 0, 0, 16, 11, 24, 33, 6, 0, 9, 6, 31, 35, 0, 6, 0, 7, 24, 14, 0, 6, 29, 9, 31, 18, 35, 27, 0, 30, 6, 0, 13, 29, 20, 0, 27, 6, 29, 33, 6, 0, 31, 17, 29, 33, 6, 0, 26, 31, 33, 31, 0, 11, 30, 35, 29, 8, 0, 26, 14, 13, 29, 9, 0, 26, 31, 33, 31, 0, 11, 30, 35, 29, 8, 0]"
2082,comedy_80_first_12min,662.058,670.519,وانت ب وانت زعلان  وانا كنت متضايق قوي دلوقتي ا ا بادعي لابويا وباسجد شكر لله ان انا دخلت فنون جميلة ما كنتش ها ,"w>nt b w>nt zElAn w>nA knt mtDAyq qwy dlwqty > > b>dEy l>bwyA wb>sjd $kr llh <n >nA dxlt fnwn jmylp mA knt$ hA  
","tensor([ 1.8311e-04,  3.0518e-05, -1.8311e-04,  ..., -3.0518e-04,
        -5.4932e-04, -6.4087e-04])","[ 0.00279183  0.00035358 -0.00305996 ... -0.00501055 -0.00891174
 -0.01037469]",135376,"[33, 6, 31, 9, 0, 7, 0, 33, 6, 31, 9, 0, 17, 24, 29, 6, 31, 0, 0, 33, 6, 31, 6, 0, 28, 31, 9, 0, 30, 9, 21, 6, 35, 27, 0, 27, 33, 35, 0, 14, 29, 33, 27, 9, 35, 0, 6, 0, 6, 0, 7, 6, 14, 24, 35, 0, 29, 6, 7, 33, 35, 6, 0, 33, 7, 6, 18, 11, 14, 0, 19, 28, 16, 0, 29, 29, 32, 0, 6, 31, 0, 6, 31, 6, 0, 14, 13, 29, 9, 0, 26, 31, 33, 31, 0, 11, 30, 35, 29, 8, 0, 30, 6, 0, 28, 31, 9, 19, 0, 32, 6, 0]"
2083,comedy_80_first_12min,670.519,677.684,ما كنتش حاعرف خالص في اي كليات تانية  طب وايه بقى ال الشعور بقى وانت طالب في كلية فنون جم ,"mA knt$ H>Erf xAlS fy >y klyAt tAnyp Tb w<yh bqY Al Al$Ewr bqY w>nt TAlb fy klyp fnwn jm  
","tensor([-0.0006, -0.0003, -0.0003,  ..., -0.0039, -0.0031, -0.0025])","[-0.00724983 -0.00411026 -0.00332537 ... -0.04963408 -0.03982291
 -0.03236642]",114640,"[30, 6, 0, 28, 31, 9, 19, 0, 12, 6, 24, 16, 26, 0, 13, 6, 29, 20, 0, 26, 35, 0, 6, 35, 0, 28, 29, 35, 6, 9, 0, 9, 6, 31, 35, 8, 0, 0, 22, 7, 0, 33, 6, 35, 32, 0, 7, 27, 34, 0, 6, 29, 0, 6, 29, 19, 24, 33, 16, 0, 7, 27, 34, 0, 33, 6, 31, 9, 0, 22, 6, 29, 7, 0, 26, 35, 0, 28, 29, 35, 8, 0, 26, 31, 33, 31, 0, 11, 30, 0]"
2084,comedy_80_first_12min,677.684,685.056,جميلة وباباك موظف يعني يعني كل حاجة متراقبة شايف هو  اه  والدك شايف كل حاجة بقى ,"jmylp wbAbAk mwZf yEny yEny kl HAjp mtrAqbp $Ayf hw |h wAldk $Ayf kl HAjp bqY  
","tensor([-0.0020, -0.0016, -0.0012,  ..., -0.0004, -0.0009, -0.0010])","[-0.02383284 -0.018065   -0.01337863 ... -0.00472686 -0.0108552
 -0.01157618]",117952,"[11, 30, 35, 29, 8, 0, 33, 7, 6, 7, 6, 28, 0, 30, 33, 23, 26, 0, 35, 24, 31, 35, 0, 35, 24, 31, 35, 0, 28, 29, 0, 12, 6, 11, 8, 0, 30, 9, 16, 6, 27, 7, 8, 0, 19, 6, 35, 26, 0, 32, 33, 0, 0, 6, 32, 0, 0, 33, 6, 29, 14, 28, 0, 19, 6, 35, 26, 0, 28, 29, 0, 12, 6, 11, 8, 0, 7, 27, 34, 0]"
